標的名稱,時間,市佔率,成長率,金額,象限(BCG矩陣)
康友-KY,2018-01,0,-77.62,12950.00,III(瘦狗)
"康控-KY ",2018-01,0.4,-62.5,344400.00,III(瘦狗)
康普,2018-01,0.1,0,75000.00,III(瘦狗)
強茂,2018-01,0.3,1154,233243.55,II(問號)
捷敏-KY,2018-01,0.3,-32.25,265545.00,III(瘦狗)
啟碁,2018-01,0.2,106.75,189965.272,II(問號)
祥碩,2018-01,0.9,7.06,780080.466,IV(金牛)
統一,2018-01,0.3,27.84,269467.87,III(瘦狗)
統一超,2018-01,0.1,150.85,104725.50,II(問號)
凱撒衛,2018-01,0,-4,9504.00,III(瘦狗)
創意,2018-01,1.7,240.53,1448425.50,I(明星)
勝麗國際,2018-01,0.3,-25.94,282583.00,III(瘦狗)
博智,2018-01,0.2,156.78,188460.00,II(問號)
富邦金,2018-01,0.4,18.26,342358.963,III(瘦狗)
富邦媒,2018-01,0.1,38.34,46639.50,III(瘦狗)
富喬,2018-01,0,0,19142.50,III(瘦狗)
敦南,2018-01,0,3.24,28767.00,III(瘦狗)
晶焱,2018-01,0,0,33903.80,III(瘦狗)
晶電,2018-01,0.4,47.72,321416.40,II(問號)
智伸科,2018-01,0.5,-11.66,408100.00,IV(金牛)
智邦,2018-01,3.5,18.74,2950272.00,IV(金牛)
智原,2018-01,1.1,89.52,947653.00,I(明星)
智崴,2018-01,0.3,-1.28,214344.00,III(瘦狗)
湧德,2018-01,0,0,19656.00,III(瘦狗)
翔名,2018-01,0.1,12.91,114020.60,III(瘦狗)
華邦電,2018-01,0.1,-3.03,48330.809,III(瘦狗)
華固,2018-01,0,4.61,35574.00,III(瘦狗)
華夏,2018-01,0.6,6.46,518243.65,IV(金牛)
華航,2018-01,0,89.75,28737.50,II(問號)
華新,2018-01,0.2,19.01,127166.00,III(瘦狗)
華新科,2018-01,0.9,-71.66,772151.809,IV(金牛)
華碩,2018-01,0.1,20.64,42150.00,III(瘦狗)
貿聯-KY,2018-01,0.4,19.76,320068.225,III(瘦狗)
開發金,2018-01,0.4,254.89,313028.50,II(問號)
雄獅,2018-01,0.1,0,57105.00,III(瘦狗)
鈦昇,2018-01,0,17.38,11737.50,III(瘦狗)
微星,2018-01,1.6,758.11,1342903.50,I(明星)
愛普,2018-01,0,4.03,37837.80,III(瘦狗)
新光金,2018-01,0.1,1.9,58957.00,III(瘦狗)
新唐,2018-01,0.2,40.91,185607.90,II(問號)
瑞昱,2018-01,0.1,0,97860.00,III(瘦狗)
瑞儀,2018-01,0.1,80.02,50912.00,II(問號)
盟立,2018-01,0,0,9603.30,III(瘦狗)
萬潤,2018-01,0.1,43.28,112312.20,II(問號)
葡萄王,2018-01,0.5,102.46,464492.00,I(明星)
裕民,2018-01,0,0,15846.50,III(瘦狗)
裕融,2018-01,0.1,3.18,46308.00,III(瘦狗)
達興材料,2018-01,0,0,16120.00,III(瘦狗)
達邁,2018-01,0,-80.88,25471.80,III(瘦狗)
鉅橡,2018-01,0,0,17062.50,III(瘦狗)
鼎翰,2018-01,0,0,17088.00,III(瘦狗)
鈺邦,2018-01,0,28.66,36992.00,III(瘦狗)
鈺齊-KY,2018-01,0.3,-5.3,222743.037,III(瘦狗)
頎邦,2018-01,1,729.73,832524.80,I(明星)
嘉澤,2018-01,1,-51.21,853242.50,IV(金牛)
嘉聯益,2018-01,0.2,109.07,142012.50,II(問號)
榮化,2018-01,0,10.02,29347.50,III(瘦狗)
榮成,2018-01,0.3,-60.92,215552.411,III(瘦狗)
漢磊,2018-01,0,0,33412.50,III(瘦狗)
碩天,2018-01,0,-1.7,28362.00,III(瘦狗)
福盈科,2018-01,0,0,13097.70,III(瘦狗)
精測,2018-01,1,3.93,833000.00,IV(金牛)
精華,2018-01,1.2,-32.42,991515.00,IV(金牛)
遠東新,2018-01,0.1,798.87,96358.95,II(問號)
遠東銀,2018-01,0,0,14631.847,III(瘦狗)
遠傳,2018-01,0,0,30400.00,III(瘦狗)
億豐,2018-01,0.2,23.82,126000.00,III(瘦狗)
廣越,2018-01,0,3.44,25650.00,III(瘦狗)
廣隆,2018-01,0,64.23,30637.50,II(問號)
廣達,2018-01,0.1,-21.18,97917.00,III(瘦狗)
儒鴻,2018-01,0.4,57.22,301372.988,II(問號)
樺漢,2018-01,0.3,-42.75,236987.00,III(瘦狗)
橘子,2018-01,0.2,359.93,143846.10,II(問號)
璟德,2018-01,0.1,-5.63,65134.50,III(瘦狗)
興富發,2018-01,0.1,25.19,42365.00,III(瘦狗)
興勤,2018-01,0,1.66,12840.00,III(瘦狗)
龍巖,2018-01,0,-2.18,12614.80,III(瘦狗)
濱川,2018-01,0.2,49,205770.30,II(問號)
環宇-KY,2018-01,0.1,533.7,60188.70,II(問號)
環球晶圓,2018-01,5.8,32.88,4811448.00,IV(金牛)
聯合,2018-01,0.1,-18.13,49939.816,III(瘦狗)
聯邦銀,2018-01,0,2.81,21069.931,III(瘦狗)
聯亞,2018-01,0.3,13.21,260850.00,III(瘦狗)
聯茂,2018-01,0.1,-4.74,113826.00,III(瘦狗)
聯發科,2018-01,1.2,6.91,993870.319,IV(金牛)
聯鈞,2018-01,0.1,48.76,73014.00,II(問號)
聯電,2018-01,0,0.35,11400.00,III(瘦狗)
鴻海,2018-01,1.2,-30.85,984511.416,IV(金牛)
鴻準,2018-01,0,-2.11,12093.00,III(瘦狗)
豐祥-KY,2018-01,0,0.35,23058.00,III(瘦狗)
豐興,2018-01,0,0,26955.00,III(瘦狗)
雙鴻,2018-01,0.1,0,44352.00,III(瘦狗)
鎧勝-KY,2018-01,0.2,-0.82,143942.50,III(瘦狗)
穩懋,2018-01,2.6,-37.66,2160974.817,IV(金牛)
藥華藥,2018-01,0,0,18544.00,III(瘦狗)
譜瑞-KY,2018-01,3.4,30.62,2874320.00,IV(金牛)
寶成,2018-01,0,-50.17,16346.40,III(瘦狗)
寶雅,2018-01,0,-68.93,17820.432,III(瘦狗)
櫻花,2018-01,0,7.57,11461.50,III(瘦狗)
F-IET,2017-12,0,0,31480.703,III(瘦狗)
F-環宇,2017-12,0.1,1.03,47403.20,III(瘦狗)
GIS-KY,2017-12,0.2,-73.01,147857.00,III(瘦狗)
VHQ-KY,2017-12,0,108.58,10200.00,II(問號)
乙盛-KY,2017-12,0.3,-31.85,268834.80,III(瘦狗)
力山,2017-12,0,-77.22,12950.00,III(瘦狗)
力成,2017-12,0,-40.2,15400.00,III(瘦狗)
力旺,2017-12,0.7,10.93,564494.00,IV(金牛)
力達-KY,2017-12,0,0,9980.00,III(瘦狗)
三貝德,2017-12,0,0,14925.00,III(瘦狗)
三星,2017-12,0,-5.45,17936.00,III(瘦狗)
三商壽,2017-12,0,-1.51,16954.628,III(瘦狗)
上銀,2017-12,0.5,7.4,442779.946,IV(金牛)
千附,2017-12,0.1,101.27,92333.85,II(問號)
大立光,2017-12,4.7,-52.18,3845065.68,IV(金牛)
大地-KY,2017-12,0.1,111.46,51297.415,II(問號)
大成,2017-12,0,-0.15,3254.35,III(瘦狗)
大江,2017-12,1,-13.48,836755.388,IV(金牛)
大車隊,2017-12,0,-14.75,21940.80,III(瘦狗)
大聯大,2017-12,0,-3.19,25452.40,III(瘦狗)
山水林,2017-12,0,4.21,19776.00,III(瘦狗)
川湖,2017-12,0,-2.31,24030.00,III(瘦狗)
中光電,2017-12,0,0,17050.00,III(瘦狗)
中信金,2017-12,0.6,3.23,511895.824,IV(金牛)
中保,2017-12,0,-35.37,14381.20,III(瘦狗)
中砂,2017-12,0.1,66.12,85347.00,II(問號)
中美晶,2017-12,1.4,-22.97,1147094.20,IV(金牛)
中租-KY,2017-12,0.8,30.28,639714.20,IV(金牛)
中華電,2017-12,0.4,31.13,362562.40,IV(金牛)
中壽,2017-12,0,-1.67,11470.85,III(瘦狗)
中磊,2017-12,0,71.08,20582.10,II(問號)
中橡,2017-12,0.2,6.04,129357.50,III(瘦狗)
中鋼,2017-12,0.1,1.01,41010.75,III(瘦狗)
中鴻,2017-12,0,37.23,34720.00,III(瘦狗)
元大金,2017-12,0,0,19320.00,III(瘦狗)
元太,2017-12,0.2,-40.55,126240.00,III(瘦狗)
允強,2017-12,0,4.49,20865.00,III(瘦狗)
文曄,2017-12,0,0,40705.086,III(瘦狗)
日友,2017-12,0.6,19.23,491130.00,IV(金牛)
日月光,2017-12,0.1,-60.27,75695.628,III(瘦狗)
世界,2017-12,0.1,-3.29,77682.00,III(瘦狗)
可成,2017-12,1.5,11.4,1200808.00,IV(金牛)
台化,2017-12,1.2,339.93,1014024.70,I(明星)
台半,2017-12,0.6,51.25,483828.00,I(明星)
台光電,2017-12,0,-73.84,23852.50,III(瘦狗)
台汽電,2017-12,0,0,12973.75,III(瘦狗)
台泥,2017-12,0.3,416.63,212503.50,II(問號)
台玻,2017-12,0,0,25032.00,III(瘦狗)
台虹,2017-12,0.3,0,236688.40,III(瘦狗)
台郡,2017-12,0.2,-75.54,150433.061,III(瘦狗)
台勝科,2017-12,0.2,-77.52,134092.40,III(瘦狗)
台塑,2017-12,2.4,67.11,1983778.90,I(明星)
台塑化,2017-12,0.6,18.83,509033.91,IV(金牛)
台達電,2017-12,0.1,-17,43050.00,III(瘦狗)
台積電,2017-12,13,-2.94,10628255.621,IV(金牛)
台燿,2017-12,2.5,2.77,2061312.40,IV(金牛)
台耀,2017-12,0.1,109.63,41745.00,II(問號)
台灣高鐵,2017-12,0,-2.08,19293.50,III(瘦狗)
永豐金,2017-12,0,0,14040.84,III(瘦狗)
玉山金,2017-12,0.1,1.88,50055.648,III(瘦狗)
瓦城,2017-12,0,1.76,15410.00,III(瘦狗)
生展生技,2017-12,0.1,313.46,117888.00,II(問號)
禾伸堂,2017-12,0.6,966.85,508592.00,I(明星)
立隆電,2017-12,0,-69.93,10578.00,III(瘦狗)
立端,2017-12,0.2,17.29,159870.876,III(瘦狗)
立積,2017-12,0,-80.56,13984.00,III(瘦狗)
兆豐金,2017-12,0,1.69,22438.65,III(瘦狗)
先豐,2017-12,0,0,16222.50,III(瘦狗)
全宇生技-KY,2017-12,0.2,54.73,127215.00,II(問號)
全家,2017-12,0.2,-7.88,125312.00,III(瘦狗)
全新,2017-12,0.1,-3.67,76900.60,III(瘦狗)
同亨,2017-12,0,-0.69,24552.00,III(瘦狗)
同欣電,2017-12,1,-36.65,824985.00,IV(金牛)
合庫金,2017-12,0,-19.69,37051.20,III(瘦狗)
合晶,2017-12,0.9,-40.41,730547.40,IV(金牛)
宇峻奧汀,2017-12,0,-19.93,30825.60,III(瘦狗)
宇隆,2017-12,0,-27.43,28392.00,III(瘦狗)
宅配通,2017-12,0,0,13027.50,III(瘦狗)
成霖,2017-12,0,-0.22,36067.20,III(瘦狗)
旭軟,2017-12,0,-4.29,19422.00,III(瘦狗)
江申,2017-12,0,21.83,29663.374,III(瘦狗)
江興鍛,2017-12,0.1,8.4,63435.60,III(瘦狗)
百和,2017-12,0.2,220.49,134310.00,II(問號)
百和興業-KY,2017-12,0,-10.65,7931.52,III(瘦狗)
西柏科技,2017-12,0.1,-14.16,94480.87,III(瘦狗)
宏全,2017-12,0,0,9775.00,III(瘦狗)
宏捷科,2017-12,0.1,-19.38,104346.00,III(瘦狗)
宏觀,2017-12,0.4,-4.65,319290.00,III(瘦狗)
材料-KY,2017-12,0.1,0.87,54305.50,III(瘦狗)
良維,2017-12,0.2,48.75,192685.20,II(問號)
辛耘,2017-12,0.5,17.39,407576.40,IV(金牛)
邦特生技,2017-12,0.1,0,75088.00,III(瘦狗)
亞德客-KY,2017-12,1.4,74.81,1161205.195,I(明星)
和大,2017-12,0.3,1368.31,269685.024,II(問號)
和碩,2017-12,0,0,37800.00,III(瘦狗)
奇力新,2017-12,0.9,-31.39,710212.483,IV(金牛)
奇鋐,2017-12,0.3,0,226443.60,III(瘦狗)
宜特,2017-12,0.3,12.53,242623.628,III(瘦狗)
岳豐,2017-12,0.1,-6.24,83632.50,III(瘦狗)
旺宏,2017-12,0.3,-63.12,243121.26,III(瘦狗)
易華電,2017-12,0,0,18150.00,III(瘦狗)
昂寶-KY,2017-12,0.1,-81.06,70360.92,III(瘦狗)
昇達科,2017-12,0,9.1,16610.00,III(瘦狗)
欣銓,2017-12,0.2,11.34,174983.00,III(瘦狗)
欣興,2017-12,0,4.48,21287.80,III(瘦狗)
牧德,2017-12,0.6,10.63,498314.00,IV(金牛)
直得,2017-12,0,-10.77,40153.10,III(瘦狗)
矽力-KY,2017-12,1.1,5.69,942480.00,IV(金牛)
矽品,2017-12,0.3,0.6,283339.90,III(瘦狗)
長虹,2017-12,0,-8.79,39832.00,III(瘦狗)
長榮,2017-12,0,-45.02,22396.001,III(瘦狗)
信邦,2017-12,0,0,11219.00,III(瘦狗)
信驊,2017-12,0.8,20.57,661045.368,IV(金牛)
南亞,2017-12,0.1,-17.21,84365.70,III(瘦狗)
南亞科,2017-12,0.7,-65.76,560755.80,IV(金牛)
南僑,2017-12,0,0,31213.00,III(瘦狗)
建準,2017-12,0.1,-21.5,44435.20,III(瘦狗)
為升,2017-12,0,-11.89,23509.20,III(瘦狗)
界霖,2017-12,0,0,19140.00,III(瘦狗)
皇田,2017-12,0.3,126.5,234117.00,II(問號)
美律,2017-12,0,-89.2,20617.00,III(瘦狗)
美食-KY,2017-12,0.3,33.02,236709.60,III(瘦狗)
胡連,2017-12,0.1,-0.97,72895.00,III(瘦狗)
致伸,2017-12,0.2,120.75,183043.00,II(問號)
致茂,2017-12,1,-34.75,782460.162,IV(金牛)
茂達,2017-12,0.1,-48.67,41400.95,III(瘦狗)
英利-KY,2017-12,0,0.34,14450.00,III(瘦狗)
英業達,2017-12,0,0,15200.00,III(瘦狗)
恒耀,2017-12,0.1,-7.17,85580.00,III(瘦狗)
凌華,2017-12,0,0.15,11200.00,III(瘦狗)
原相,2017-12,0.4,-45.35,293336.00,III(瘦狗)
展旺,2017-12,0,0,14504.00,III(瘦狗)
振曜,2017-12,0,0.18,21320.00,III(瘦狗)
桓達,2017-12,0,15.85,20069.70,III(瘦狗)
桂盟,2017-12,0.1,-24.41,58349.59,III(瘦狗)
神盾,2017-12,0.1,23.61,113476.50,III(瘦狗)
神基,2017-12,0,0,29790.80,III(瘦狗)
健和興,2017-12,0,-5.36,35941.00,III(瘦狗)
國巨,2017-12,5.2,3.51,4207844.014,IV(金牛)
國泰金,2017-12,2,82.22,1627007.707,I(明星)
國喬,2017-12,0.2,210.09,124164.60,II(問號)
國精化,2017-12,0,19.78,9688.00,III(瘦狗)
崧騰,2017-12,0,0,9130.00,III(瘦狗)
康友-KY,2017-12,0.1,0,57890.00,III(瘦狗)
"康控-KY ",2017-12,1.1,-70.89,918540.90,IV(金牛)
強茂,2017-12,0,0,18600.00,III(瘦狗)
捷敏-KY,2017-12,0.5,113.24,391988.80,I(明星)
啟碁,2017-12,0.1,0.23,91879.583,III(瘦狗)
眾達-KY,2017-12,0,0,28670.00,III(瘦狗)
祥碩,2017-12,0.9,105.11,728634.816,I(明星)
第一金,2017-12,0,-22.43,37027.70,III(瘦狗)
統一,2017-12,0.3,-26.31,210773.706,III(瘦狗)
統一超,2017-12,0.1,-74.07,41748.00,III(瘦狗)
凱美,2017-12,0,0,11112.50,III(瘦狗)
凱撒衛,2017-12,0,-42.17,9900.00,III(瘦狗)
創意,2017-12,0.5,-2.12,425340.00,IV(金牛)
勝麗國際,2017-12,0.5,163.86,381562.50,I(明星)
博智,2017-12,0.1,125.47,73391.00,II(問號)
富邦金,2017-12,0.4,10.44,289476.01,III(瘦狗)
富邦媒,2017-12,0,150.56,33712.50,II(問號)
敦南,2017-12,0,37.66,27864.00,III(瘦狗)
晶電,2017-12,0.3,-31.41,217577.85,III(瘦狗)
景碩,2017-12,0,-24.4,19295.20,III(瘦狗)
智伸科,2017-12,0.6,-22.38,462000.00,IV(金牛)
智邦,2017-12,3,2.25,2484640.00,IV(金牛)
智原,2017-12,0.6,809.89,500024.40,I(明星)
智崴,2017-12,0.3,101.41,217124.00,II(問號)
翔名,2017-12,0.1,37.09,100982.20,III(瘦狗)
華邦電,2017-12,0.1,-55.21,49844.992,III(瘦狗)
華固,2017-12,0,-13.74,34006.00,III(瘦狗)
華夏,2017-12,0.6,281.19,486777.60,I(明星)
華航,2017-12,0,-6.33,15145.00,III(瘦狗)
華通,2017-12,0.2,-76.35,151795.20,III(瘦狗)
華新,2017-12,0.1,17.93,106849.60,III(瘦狗)
華新科,2017-12,3.3,-3.63,2725051.455,IV(金牛)
華碩,2017-12,0,26.58,34937.50,III(瘦狗)
貿聯-KY,2017-12,0.3,68.76,267242.195,II(問號)
開發金,2017-12,0.1,0,88203.50,III(瘦狗)
順德,2017-12,0.4,15.47,291115.10,III(瘦狗)
鈦昇,2017-12,0,14.78,10000.00,III(瘦狗)
微星,2017-12,0.2,848.85,156493.80,II(問號)
愛普,2017-12,0,0,36371.50,III(瘦狗)
新光金,2017-12,0.1,129.44,57855.00,II(問號)
新唐,2017-12,0.2,46.96,131712.00,II(問號)
瑞儀,2017-12,0,0,28280.00,III(瘦狗)
萬潤,2017-12,0.1,31.61,78381.70,III(瘦狗)
群益安穩貨幣市場基金,2017-12,0.6,0,495000.00,IV(金牛)
群聯,2017-12,0,-3.94,33288.00,III(瘦狗)
葡萄王,2017-12,0.3,0,229424.00,III(瘦狗)
裕融,2017-12,0.1,347.36,44880.00,II(問號)
誠品生,2017-12,0,0,12711.875,III(瘦狗)
達邁,2017-12,0.2,112.74,133224.00,II(問號)
鈺邦,2017-12,0,1.95,28750.00,III(瘦狗)
鈺齊-KY,2017-12,0.3,-17.04,235219.876,III(瘦狗)
頎邦,2017-12,0.1,-53.8,100335.60,III(瘦狗)
嘉澤,2017-12,2.1,498.84,1748916.00,I(明星)
嘉聯益,2017-12,0.1,-24.33,67924.80,III(瘦狗)
榮化,2017-12,0,0,26675.00,III(瘦狗)
榮成,2017-12,0.7,29.4,551679.673,IV(金牛)
榮剛,2017-12,0,-8.66,30370.50,III(瘦狗)
漢翔,2017-12,0,3.78,15561.00,III(瘦狗)
碩天,2017-12,0,-36.24,28855.00,III(瘦狗)
精材,2017-12,0.9,-10.36,722452.50,IV(金牛)
精測,2017-12,1,-4.05,801500.00,IV(金牛)
精華,2017-12,1.8,250.65,1467375.00,I(明星)
遠東新,2017-12,0,0,10720.00,III(瘦狗)
億豐,2017-12,0.1,0,101760.00,III(瘦狗)
廣越,2017-12,0,-7.44,24795.00,III(瘦狗)
廣隆,2017-12,0,-1.78,18655.00,III(瘦狗)
廣達,2017-12,0.2,0.64,124233.30,III(瘦狗)
儒鴻,2017-12,0.2,589.73,191677.763,II(問號)
樺漢,2017-12,0.5,-38.33,413964.00,IV(金牛)
橘子,2017-12,0,-89.53,31275.30,III(瘦狗)
璟德,2017-12,0.1,11.76,69027.00,III(瘦狗)
興富發,2017-12,0,6.01,33840.00,III(瘦狗)
興勤,2017-12,0,-7.16,12630.00,III(瘦狗)
龍巖,2017-12,0,-32.4,12896.80,III(瘦狗)
錩泰,2017-12,0,0,14280.00,III(瘦狗)
濱川,2017-12,0.2,517.23,138100.20,II(問號)
環宇-KY,2017-12,0,0,9497.60,III(瘦狗)
環球晶圓,2017-12,4.4,-10.48,3620827.50,IV(金牛)
聯合,2017-12,0.1,-3.16,61004.124,III(瘦狗)
聯邦銀,2017-12,0,-5.5,20494.491,III(瘦狗)
聯亞,2017-12,0.3,306.88,230400.00,II(問號)
聯茂,2017-12,0.1,21.44,119499.00,III(瘦狗)
聯發科,2017-12,1.1,-46.82,929622.414,IV(金牛)
聯華,2017-12,0.1,745.47,83448.00,II(問號)
聯鈞,2017-12,0.1,-19.46,49080.50,III(瘦狗)
聯電,2017-12,0,-7.18,11360.00,III(瘦狗)
鴻海,2017-12,1.7,-44.55,1423861.942,IV(金牛)
鴻準,2017-12,0,-57.06,12354.00,III(瘦狗)
豐祥-KY,2017-12,0,-13.27,22977.00,III(瘦狗)
鎧勝-KY,2017-12,0.2,-46.66,145146.00,III(瘦狗)
穩懋,2017-12,4.3,-26.92,3466797.261,IV(金牛)
譜瑞-KY,2017-12,2.7,44.46,2200504.00,I(明星)
麗豐-KY,2017-12,0,0,25585.00,III(瘦狗)
寶成,2017-12,0,141.71,32806.05,II(問號)
寶雅,2017-12,0.1,-4.21,57369.843,III(瘦狗)
櫻花,2017-12,0,0.26,10654.95,III(瘦狗)
F-環宇,2017-11,0.1,124.01,46917.00,II(問號)
GIS-KY,2017-11,0.6,-61.51,547970.50,IV(金牛)
VHQ-KY,2017-11,0,0,4890.00,III(瘦狗)
乙盛-KY,2017-11,0.4,12.85,394517.00,IV(金牛)
力山,2017-11,0.1,-85.87,56870.00,III(瘦狗)
力成,2017-11,0,-92.44,25753.00,III(瘦狗)
力旺,2017-11,0.6,23.4,508860.00,IV(金牛)
三星,2017-11,0,2.46,18969.60,III(瘦狗)
三商壽,2017-11,0,-18.86,17216.274,III(瘦狗)
上銀,2017-11,0.5,127.73,412265.70,I(明星)
千附,2017-11,0.1,-44.45,45873.75,III(瘦狗)
大立光,2017-11,9.2,-22.19,8041704.76,IV(金牛)
大地-KY,2017-11,0,22,24257.503,III(瘦狗)
大成,2017-11,0,-2.04,3259.20,III(瘦狗)
大江,2017-11,1.1,74.09,967155.10,I(明星)
大車隊,2017-11,0,-0.25,25737.60,III(瘦狗)
大聯大,2017-11,0,-1.45,26292.20,III(瘦狗)
山水林,2017-11,0,6.84,18976.00,III(瘦狗)
川湖,2017-11,0,-18.71,24600.00,III(瘦狗)
中信金,2017-11,0.6,6.55,495850.56,IV(金牛)
中保,2017-11,0,2.7,22252.80,III(瘦狗)
中砂,2017-11,0.1,9.53,51375.60,III(瘦狗)
中美晶,2017-11,1.7,-13.33,1489163.50,IV(金牛)
中租-KY,2017-11,0.6,0,491028.00,IV(金牛)
中華電,2017-11,0.3,-13.33,276489.90,III(瘦狗)
中壽,2017-11,0,-3.22,11667.25,III(瘦狗)
中碳,2017-11,0,-4.56,12650.00,III(瘦狗)
中磊,2017-11,0,-6.96,12030.00,III(瘦狗)
中橡,2017-11,0.1,5.76,121980.00,III(瘦狗)
中興電,2017-11,0,7.12,13530.00,III(瘦狗)
中鋼,2017-11,0,-0.2,40596.50,III(瘦狗)
中鴻,2017-11,0,-4.76,25300.00,III(瘦狗)
元太,2017-11,0.2,275,212347.20,II(問號)
允強,2017-11,0,3.39,19968.00,III(瘦狗)
太醫,2017-11,0,8.58,16440.00,III(瘦狗)
日友,2017-11,0.5,285.08,411884.00,I(明星)
日月光,2017-11,0.2,75.81,190526.538,II(問號)
日揚,2017-11,0,0,19131.60,III(瘦狗)
日電貿,2017-11,0,-33.95,17725.00,III(瘦狗)
世界,2017-11,0.1,410.64,80325.00,II(問號)
可成,2017-11,1.2,35.1,1077851.00,IV(金牛)
台化,2017-11,0.3,-24.59,230493.90,III(瘦狗)
台半,2017-11,0.4,-49.67,319883.20,III(瘦狗)
台光電,2017-11,0.1,-22.05,91200.00,III(瘦狗)
台泥,2017-11,0,41.45,41132.30,II(問號)
台郡,2017-11,0.7,179.85,615146.493,I(明星)
台勝科,2017-11,0.7,49.96,596652.50,I(明星)
台揚,2017-11,0,-36.39,13317.00,III(瘦狗)
台塑,2017-11,1.3,-25.09,1187069.558,IV(金牛)
台塑化,2017-11,0.5,-5.06,428369.32,IV(金牛)
台達電,2017-11,0.1,-82.96,51870.00,III(瘦狗)
台積電,2017-11,12.5,-9.32,10950486.932,IV(金牛)
台燿,2017-11,2.3,3.57,2005692.00,IV(金牛)
台耀,2017-11,0,-10.38,19912.50,III(瘦狗)
台灣大,2017-11,0.1,-26.63,90300.00,III(瘦狗)
台灣高鐵,2017-11,0,-0.41,19704.00,III(瘦狗)
玉山金,2017-11,0.1,0,49128.692,III(瘦狗)
瓦城,2017-11,0,1.11,15142.00,III(瘦狗)
生展生技,2017-11,0,0,28512.00,III(瘦狗)
禾伸堂,2017-11,0.1,149.48,47671.50,II(問號)
立隆電,2017-11,0,0,35187.50,III(瘦狗)
立端,2017-11,0.2,70.15,136293.364,II(問號)
立積,2017-11,0.1,-61.96,71940.00,III(瘦狗)
兆豐金,2017-11,0,-71.76,22065.45,III(瘦狗)
全宇生技-KY,2017-11,0.1,-5.5,82215.00,III(瘦狗)
全家,2017-11,0.2,-13.01,136040.00,III(瘦狗)
全新,2017-11,0.1,0,79838.00,III(瘦狗)
同亨,2017-11,0,11.78,24725.25,III(瘦狗)
同欣電,2017-11,1.5,42.99,1302336.00,I(明星)
合庫金,2017-11,0.1,1.42,46139.70,III(瘦狗)
合晶,2017-11,1.4,69.91,1226157.60,I(明星)
宇峻奧汀,2017-11,0,422.57,38502.945,II(問號)
宇隆,2017-11,0,-43.13,39127.50,III(瘦狗)
成霖,2017-11,0,99.33,36148.80,II(問號)
旭軟,2017-11,0,0,20293.50,III(瘦狗)
江申,2017-11,0,0,24347.14,III(瘦狗)
江興鍛,2017-11,0.1,22.45,58518.90,III(瘦狗)
百和,2017-11,0,-87.16,41907.00,III(瘦狗)
百和興業-KY,2017-11,0,2.86,8877.60,III(瘦狗)
西柏科技,2017-11,0.1,-2.83,110074.80,III(瘦狗)
宏捷科,2017-11,0.1,0,129444.00,III(瘦狗)
宏觀,2017-11,0.4,2.81,334887.50,III(瘦狗)
材料-KY,2017-11,0.1,0,53836.00,III(瘦狗)
良維,2017-11,0.1,-55.45,129536.00,III(瘦狗)
辛耘,2017-11,0.4,15.52,347191.80,III(瘦狗)
亞德客-KY,2017-11,0.8,-15.12,664262.697,IV(金牛)
和大,2017-11,0,-77.32,18366.885,III(瘦狗)
奇力新,2017-11,1.2,9.51,1035256.456,IV(金牛)
宜特,2017-11,0.2,-39.07,215590.337,III(瘦狗)
宜鼎,2017-11,0.1,282.47,117876.108,II(問號)
岳豐,2017-11,0.1,22.83,89208.00,III(瘦狗)
旺宏,2017-11,0.7,-67.1,659284.562,IV(金牛)
昂寶-KY,2017-11,0.4,413.36,371607.60,II(問號)
昇達科,2017-11,0,-32.43,15224.00,III(瘦狗)
東洋,2017-11,0.1,-19.2,55591.30,III(瘦狗)
東陽,2017-11,0.1,-57.68,77220.00,III(瘦狗)
欣銓,2017-11,0.2,746.83,157156.00,II(問號)
欣興,2017-11,0,0,20373.60,III(瘦狗)
牧德,2017-11,0.5,187.83,450400.00,I(明星)
直得,2017-11,0.1,209.27,45000.00,II(問號)
矽力-KY,2017-11,1,-36.11,891672.00,IV(金牛)
矽品,2017-11,0.3,0,281650.00,III(瘦狗)
矽格,2017-11,0,0,31117.45,III(瘦狗)
長虹,2017-11,0,2.17,43674.00,III(瘦狗)
長華,2017-11,0.2,0,144637.50,III(瘦狗)
長榮,2017-11,0,-57.6,40740.503,III(瘦狗)
信驊,2017-11,0.6,-7.16,548236.678,IV(金牛)
南亞,2017-11,0.1,21,101908.80,III(瘦狗)
南亞科,2017-11,1.9,10.68,1638001.20,IV(金牛)
建準,2017-11,0.1,-40.42,56608.00,III(瘦狗)
柏文,2017-11,0.1,0,111017.152,III(瘦狗)
為升,2017-11,0,-84.62,26683.80,III(瘦狗)
皇田,2017-11,0.1,349.12,103362.00,II(問號)
美律,2017-11,0.2,-34.98,190953.00,III(瘦狗)
美食-KY,2017-11,0.2,-22.73,177938.40,III(瘦狗)
胡連,2017-11,0.1,-10.46,73612.00,III(瘦狗)
致伸,2017-11,0.1,105.09,82917.00,II(問號)
致茂,2017-11,1.4,2.3,1199317.677,IV(金牛)
茂順,2017-11,0.2,0,153270.00,III(瘦狗)
茂達,2017-11,0.1,3.65,80671.45,III(瘦狗)
英利-KY,2017-11,0,283.89,14400.00,II(問號)
恒耀,2017-11,0.1,-52.05,92193.00,III(瘦狗)
凌華,2017-11,0,-7.11,11182.50,III(瘦狗)
